radioId	genreId
413144	106
413145	11
413145	40
413145	83
413145	99
413147	11
413147	99
413150	11
413150	99
413156	11
413164	11
413164	92
413185	11
413185	106
413195	11
413196	11
413196	32
413196	40
413196	53
413196	83
413196	103
413225	11
413225	103
413250	11
413250	40
413261	11
413261	40
413262	11
413262	40
413321	6
413321	84
413326	6
413326	48
413326	84
413327	6
413327	84
413361	6
413361	10
413361	15
413361	28
413361	84
413375	2
413375	6
413375	28
413375	29
413375	49
413375	84
413376	28
413376	29
413376	84
413399	6
413399	23
413399	28
413399	29
413399	49
413399	84
413413	2
413413	6
413413	28
413413	29
413413	49
413413	84
413425	98
413426	32
413426	98
413428	98
413429	98
413430	98
413431	98
413435	63
413435	98
413436	53
413436	98
413439	98
413441	98
413442	98
413445	98
413449	32
413449	98
413451	98
413452	98
413454	98
413459	1
413459	98
413460	2
413460	98
413463	98
413464	98
413469	98
413471	98
413472	98
413473	98
413480	49
413480	98
413481	98
413482	1
413482	2
413482	32
413482	41
413482	98
413484	98
413485	98
413486	98
413492	98
413493	98
413494	98
413496	98
413498	98
413500	63
413500	98
413505	98
413506	98
413508	98
413512	98
413514	98
413515	98
413518	3
413518	41
413518	98
413520	1
413520	32
413520	98
413521	98
413525	98
413532	98
413533	98
413534	98
413535	98
413536	98
413538	32
413538	98
413539	98
413544	98
413545	98
413551	98
413552	88
413552	98
413553	98
413554	98
413557	98
413558	98
413561	98
413564	98
413565	71
413565	98
413567	98
413570	98
413572	36
413572	63
413572	98
413573	98
413576	45
413576	98
413577	98
413578	98
413579	98
413580	98
413583	98
413584	98
413585	98
413586	98
413589	6
413589	98
413590	98
413592	98
413594	98
413595	98
413597	98
413599	98
413606	57
413606	68
413628	1
413628	2
413628	41
413628	85
413630	2
413630	85
413632	1
413632	2
413645	2
413645	32
413648	1
413648	2
413651	2
413651	21
413651	44
413652	1
413652	2
413652	32
413653	2
413654	2
413656	2
413656	32
413657	1
413657	2
413658	2
413658	31
413659	1
413659	2
413659	32
413660	1
413660	2
413660	32
413660	104
413667	2
413667	28
413667	29
413667	33
413667	64
413674	2
413674	15
413684	2
413684	6
413684	15
413704	2
413704	13
413704	15
413704	33
413704	43
413708	2
413708	15
413708	32
413714	2
413714	15
413717	2
413717	15
413717	21
413717	32
413727	2
413727	15
413727	32
413727	34
413727	35
413729	2
413729	15
413729	30
413734	2
413734	15
413737	2
413737	15
413740	2
413740	15
413740	32
413752	2
413752	15
413757	2
413757	15
413757	21
413757	45
413758	2
413758	15
413758	32
413768	2
413768	15
413768	33
413777	2
413777	15
413778	2
413778	15
413788	2
413788	13
413788	15
413788	33
413788	43
413816	2
413816	32
413818	2
413818	32
413824	2
413824	32
413829	2
413829	32
413832	2
413832	13
413832	32
413832	33
413832	43
413832	85
413837	2
413837	32
413842	2
413842	13
413842	32
413842	33
413842	43
413842	48
413842	96
413849	2
413849	6
413849	28
413849	29
413849	32
413852	2
413852	13
413852	32
413852	33
413852	43
413861	2
413861	32
413866	2
413866	32
413875	2
413875	32
413884	1
413884	2
413884	32
413895	2
413895	32
413897	2
413897	32
413901	2
413901	32
413909	2
413909	13
413909	32
413909	33
413909	43
413912	2
413912	13
413912	45
413920	7
413920	8
413920	10
413927	7
413927	8
413927	10
413927	24
413929	7
413929	8
413929	10
413933	7
413933	8
413933	10
413939	7
413939	8
413939	10
413939	11
413945	7
413945	8
413945	10
413988	7
413988	8
413988	10
413996	7
413996	8
413996	10
414013	7
414013	8
414013	10
414024	7
414024	10
414024	27
414025	7
414025	10
414025	27
414027	7
414027	10
414027	27
414076	7
414076	10
414078	7
414078	10
414080	7
414080	10
414088	7
414088	10
414089	7
414089	9
414089	10
414127	2
414127	7
414127	8
414127	10
414127	30
414127	53
414127	65
414137	7
414137	10
414149	7
414149	10
414154	7
414154	10
414154	50
414155	7
414155	10
414164	7
414164	10
414178	7
414178	10
414178	22
414187	5
414187	6
414193	5
414193	6
414193	58
414208	6
414208	25
414218	6
414218	25
414249	6
414249	25
414250	6
414250	25
414270	6
414270	7
414270	23
414271	6
414271	23
414283	3
414283	6
414283	23
414283	41
414292	6
414292	23
414292	25
414292	35
414292	36
414292	37
414292	44
414305	6
414305	10
414305	15
414305	28
414305	29
414305	49
414321	28
414325	2
414325	13
414325	28
414325	33
414325	43
414325	48
414370	28
414370	29
414373	6
414373	28
414373	29
414394	28
414394	29
414422	28
414422	29
414424	28
414424	29
414451	2
414451	6
414451	28
414451	29
414451	32
414498	28
414498	29
414498	30
414510	28
414510	29
414510	30
414533	28
414533	29
414533	32
414549	6
414549	10
414549	15
414549	28
414564	6
414564	10
414564	15
414564	28
414566	6
414566	10
414566	15
414566	28
414574	13
414581	13
414584	13
414584	29
414584	41
414598	13
414620	13
414620	24
414651	13
414651	33
414651	43
414651	85
414653	13
414653	33
414653	43
414654	13
414654	33
414654	43
414655	13
414655	33
414655	43
414656	13
414656	33
414656	43
414658	13
414658	33
414658	43
414659	13
414659	33
414659	43
414659	50
414662	13
414662	33
414669	13
414669	33
414669	43
414671	13
414671	33
414671	43
414672	13
414672	33
414672	43
414681	13
414681	33
414681	43
414682	13
414682	33
414682	43
414683	13
414683	33
414683	43
414686	13
414686	33
414686	43
414687	13
414687	33
414687	43
414688	13
414688	22
414688	33
414688	43
414689	13
414689	33
414689	43
414690	13
414690	33
414691	13
414691	33
414691	43
414692	13
414692	33
414692	43
414694	13
414694	33
414694	43
414696	13
414696	18
414696	33
414696	43
414698	13
414698	33
414698	43
414700	13
414700	33
414700	43
414701	13
414701	33
414701	43
414702	13
414702	33
414702	43
414704	13
414704	33
414705	13
414705	33
414705	43
414719	2
414719	33
414719	36
414719	43
414726	33
414726	43
414739	69
414742	2
414742	32
414742	33
414742	36
414742	69
414769	2
414769	86
414774	86
414776	2
414776	86
414789	86
414789	88
414795	5
414795	86
414813	47
414813	86
414819	47
414819	86
414831	10
414831	53
414855	10
414855	53
414871	10
414875	8
414875	10
414877	8
414877	10
414927	16
414927	53
414927	57
414931	16
414931	53
414932	16
414932	53
414932	85
414943	53
414943	56
414944	53
414944	56
414963	53
414963	56
414980	19
414980	53
414980	56
414994	53
414994	58
415012	30
415012	53
415014	1
415014	30
415014	53
415021	56
415021	85
415022	2
415024	53
415025	33
415027	33
415029	98
415030	48
415031	53
415033	2
415034	7
415036	7
415037	7
415038	7
415039	53
415040	53
415041	24
415042	2
415043	2
415044	95
415045	98
415046	53
415047	7
415047	8
415048	53
415049	7
415049	8
415050	7
415050	8
415051	7
415051	8
415052	7
415052	8
415054	7
415055	53
415056	7
415057	7
415057	8
415058	7
415059	7
415059	8
415060	7
415060	8
415061	7
415062	7
415062	8
415063	53
415501	8
415501	57
415514	54
415546	5
415546	19
415546	48
415546	58
415546	68
415546	95
415590	32
415590	36
415614	3
415614	85
415640	14
415640	46
415640	54
415640	57
415642	46
415642	57
415651	5
415651	6
415651	46
415651	57
415651	84
415667	13
415667	24
415667	45
415667	111
415695	5
415695	19
415745	98
415746	98
415747	98
415749	98
415750	98
415751	98
415754	98
415756	98
415757	98
415760	98
415763	98
415768	98
415769	98
415772	98
415774	98
415776	98
415779	1
415779	2
415779	32
415786	2
415786	15
415786	32
415793	2
415793	32
415810	7
415810	8
415810	10
415825	7
415825	10
415834	7
415834	10
415839	6
415839	45
415848	2
415848	6
415848	28
415848	29
415848	49
415851	13
415851	28
415851	33
415851	43
415854	2
415854	13
415854	28
415854	29
415854	31
415854	33
415854	41
415854	43
415854	48
415854	50
415854	84
415886	13
415886	33
415886	41
415886	43
415887	13
415887	33
415887	43
415890	13
415890	18
415890	33
415890	43
415892	13
415892	33
415892	43
415894	5
415894	33
415894	50
415908	9
415908	10
415908	67
415908	128
415953	19
415953	54
415953	71
415954	3
415954	31
432097	2
537738	7
537738	8
537738	10
537739	7
537739	8
537739	10
537740	7
537740	8
537740	10
537741	7
537741	8
537741	10
537742	7
537742	8
537742	10
537743	7
537743	8
537743	10
537744	7
537744	8
537744	10
537745	7
537745	8
537745	10
537746	7
537746	8
537746	10
537747	7
537747	8
537747	10
537748	7
537748	8
537748	10
537749	7
537749	8
537749	10
537750	7
537750	8
537750	10
537751	7
537751	8
537751	10
537752	7
537752	8
537752	10
537754	7
537754	8
537754	10
537755	7
537755	8
537755	10
537756	7
537756	8
537756	10
537757	7
537757	8
537757	10
537758	7
537758	8
537758	10
537759	7
537759	8
537759	10
537760	7
537760	8
537760	10
537761	7
537761	8
537761	10
537762	7
537762	8
537762	10
537763	7
537763	8
537763	10
537764	7
537764	8
537764	10
537765	7
537765	8
537765	10
537766	7
537766	8
537766	10
537767	7
537767	8
537767	10
537768	7
537768	8
537768	10
537769	7
537769	8
537769	10
537770	7
537770	8
537770	10
537771	7
537771	8
537771	10
537772	7
537772	8
537772	10
537773	7
537773	8
537773	10
537774	7
537774	8
537774	10
537775	7
537775	8
537775	10
537776	2
537776	7
537776	33
537776	52
537780	2
537780	33
537780	48
537780	67
537807	8
537807	53
537807	76
537807	81
537815	2
537815	33
537820	2
537820	33
537820	86
537821	12
537821	13
537823	8
537824	8
537825	7
537825	8
537825	10
537826	8
537826	14
537828	8
537829	7
537829	8
537829	10
537830	7
537830	8
537830	10
537831	7
537831	8
537831	10
537832	7
537832	8
537832	10
537833	7
537833	8
537833	10
537834	8
537847	6
537847	29
537848	7
537848	8
537848	10
537850	2
537850	7
537850	33
537855	8
537895	1
537895	3
537895	30
537916	7
537916	27
537916	33
537917	2
537917	38
537917	98
537918	25
537918	36
537918	37
537919	2
537919	33
537920	7
537920	46
537920	76
537924	7
537924	8
537924	10
537925	7
537925	8
537925	10
537926	7
537926	8
537926	10
537927	7
537927	8
537927	10
537928	7
537928	8
537928	10
537929	7
537929	8
537929	10
537930	7
537930	8
537930	10
537931	7
537931	8
537931	10
537932	7
537932	8
537932	10
537933	7
537933	8
537933	10
537934	7
537934	8
537934	10
537935	7
537935	8
537935	10
537936	7
537936	8
537936	10
537937	7
537937	8
537937	10
537938	7
537938	8
537938	10
537940	7
537940	8
537940	10
537941	7
537941	8
537941	10
537942	7
537942	8
537942	10
537943	7
537943	8
537943	10
537944	7
537944	8
537944	10
537945	7
537945	8
537945	10
537946	7
537946	8
537946	10
537947	7
537947	8
537947	10
537948	7
537948	8
537948	10
537949	7
537949	8
537949	10
537950	7
537950	8
537950	10
537951	7
537951	8
537951	10
537952	7
537952	8
537952	10
537953	7
537953	8
537953	10
537954	7
537954	8
537954	10
537955	7
537955	8
537955	10
537956	7
537956	8
537956	10
537957	7
537957	8
537957	10
537958	7
537958	8
537958	10
537959	7
537959	8
537959	10
537960	7
537960	8
537960	10
537961	7
537961	8
537961	10
537962	2
537962	7
537962	33
537962	52
537966	2
537966	33
537966	48
537966	67
538001	2
538001	33
538006	2
538006	33
538006	86
538007	12
538007	13
538009	8
538010	8
538011	7
538011	8
538011	10
538012	8
538012	14
538014	8
538015	7
538015	8
538015	10
538016	7
538016	8
538016	10
538017	7
538017	8
538017	10
538018	7
538018	8
538018	10
538020	8
538033	6
538033	29
538034	7
538034	8
538034	10
538036	2
538036	7
538036	33
538041	8
538081	1
538081	3
538081	30
538102	7
538102	27
538102	33
538103	2
538103	38
538103	98
538104	25
538104	36
538104	37
538105	2
538105	33
538106	7
538106	46
538106	76
538110	7
538110	8
538110	10
538111	7
538111	8
538111	10
538112	7
538112	8
538112	10
538113	7
538113	8
538113	10
538114	7
538114	8
538114	10
538115	7
538115	8
538115	10
538116	7
538116	8
538116	10
538117	7
538117	8
538117	10
538118	7
538118	8
538118	10
538119	7
538119	8
538119	10
538120	7
538120	8
538120	10
538121	7
538121	8
538121	10
538122	7
538122	8
538122	10
538123	7
538123	8
538123	10
538124	7
538124	8
538124	10
538126	7
538126	8
538126	10
538127	7
538127	8
538127	10
538128	7
538128	8
538128	10
538129	7
538129	8
538129	10
538130	7
538130	8
538130	10
538131	7
538131	8
538131	10
538132	7
538132	8
538132	10
538133	7
538133	8
538133	10
538134	7
538134	8
538134	10
538135	7
538135	8
538135	10
538136	7
538136	8
538136	10
538137	7
538137	8
538137	10
538138	7
538138	8
538138	10
538139	7
538139	8
538139	10
538140	7
538140	8
538140	10
538141	7
538141	8
538141	10
538142	7
538142	8
538142	10
538143	7
538143	8
538143	10
538144	7
538144	8
538144	10
538145	7
538145	8
538145	10
538146	7
538146	8
538146	10
538147	7
538147	8
538147	10
538148	2
538148	7
538148	33
538148	52
538152	2
538152	33
538152	48
538152	67
538165	19
538165	33
538165	35
538165	67
538165	71
538192	2
538192	33
538192	86
538193	12
538193	13
538195	8
538196	8
538197	7
538197	8
538197	10
538198	8
538198	14
538200	8
538201	7
538201	8
538201	10
538202	7
538202	8
538202	10
538203	7
538203	8
538203	10
538204	7
538204	8
538204	10
538205	7
538205	8
538205	10
538206	8
538219	6
538219	29
538220	7
538220	8
538220	10
538222	2
538222	7
538222	33
538227	8
538267	1
538267	3
538267	30
538288	7
538288	27
538288	33
538289	2
538289	38
538289	98
538290	25
538290	36
538290	37
538292	7
538292	46
538292	76
538299	2
538299	17
538299	30
538299	33
538299	42
538299	98
538305	45
538305	53
538318	2
538318	32
538318	85
538320	2
538320	7
538320	32
538320	33
538320	38
538320	98
538339	36
538339	37
538339	52
546373	3
546373	30
546373	41
546373	85
546378	2
546378	6
546378	13
546378	14
546378	19
546378	29
546378	35
546378	45
546378	103
546379	2
546379	6
546379	13
546379	14
546379	19
546379	29
546379	35
546379	45
546379	103
546380	2
546380	6
546380	13
546380	14
546380	19
546380	29
546380	35
546380	45
546380	103
546428	1
546428	85
546428	114
546429	1
546429	85
546429	114
546430	1
546430	85
546430	114
546434	1
546434	85
546434	114
546435	1
546435	85
546435	114
546436	1
546436	85
546436	114
546440	1
546440	85
546440	114
546441	1
546441	85
546441	114
546442	1
546442	85
546442	114
546459	3
546459	31
546459	85
546460	3
546460	31
546460	85
546461	3
546461	31
546461	85
546465	3
546465	31
546465	85
546466	3
546466	31
546466	85
546467	3
546467	31
546467	85
546471	3
546471	31
546471	85
546472	3
546472	31
546472	85
546473	3
546473	31
546473	85
546478	3
546478	31
546478	85
546484	2
546484	31
546484	62
546484	85
546485	2
546485	31
546485	62
546485	85
